Gene_ID	Harringtonine_Control_rep1	Harringtonine_Control_rep2	Harringtonine_Control_rep3	Harringtonine_Treated_rep1	Harringtonine_Treated_rep2	Harringtonine_Treated_rep3
ENSG00000252747.1	0	0	0	0	0	0
ENSG00000252749.1	0	0	0	0	0	0
ENSG00000252750.1	0	0	0	0	0	0
ENSG00000252751.1	0	0	0	0	0	0
ENSG00000252752.1	0	0	0	0	0	0
ENSG00000252755.1	0	0	0	0	0	0
ENSG00000252756.1	0	0	0	0	0	0
ENSG00000252757.1	0	0	0	0	0	0
ENSG00000252758.1	0	0	0	0	0	0
ENSG00000252759.1	0	0	0	0	0	0
ENSG00000252760.1	0	0	0	0	0	0
ENSG00000252761.1	0	0	0	0	0	0
ENSG00000252762.1	0	0	0	0	0	0
ENSG00000252763.1	0	0	0	0	0	0
ENSG00000252764.1	0	0	0	0	0	0
ENSG00000252765.1	0	0	0	0	0	0
ENSG00000252766.1	0	0	0	0	0	0
ENSG00000252767.1	0	0	0	0	0	0
ENSG00000252768.1	0	0	0	0	0	0
ENSG00000252769.1	0	0	0	0	0	0
ENSG00000252770.1	0	0	0	0	0	0
ENSG00000252772.1	0	0	0	0	0	0
ENSG00000252774.1	0	0	0	0	0	0
ENSG00000252776.1	0	0	0	0	0	0
ENSG00000252777.1	0	0	0	0	0	0
ENSG00000252778.1	0	0	0	0	0	0
ENSG00000252779.1	0	0	0	0	0	0
ENSG00000252780.1	0	0	0	0	0	0
ENSG00000252782.1	0	0	0	0	0	0
ENSG00000252783.1	0	0	0	0	0	0
ENSG00000252784.1	0	0	0	0	0	0
ENSG00000252787.2	0	0	0	0	0	0
ENSG00000252794.1	0	0	0	0	0	0
ENSG00000252795.1	0	0	0	0	0	0
ENSG00000252796.1	0	0	0	0	0	0
ENSG00000252797.1	0	0	0	0	0	0
ENSG00000252798.1	0	0	0	0	0	0
ENSG00000252800.1	0	0	0	0	0	0
ENSG00000252802.1	0	0	0	0	0	0
ENSG00000252804.1	0	0	0	0	0	0
ENSG00000252806.1	0	0	0	0	0	0
ENSG00000252807.1	0	0	0	0	0	0
ENSG00000252810.1	0	0	0	0	0	0
ENSG00000252812.1	0	0	0	0	0	0
ENSG00000252814.1	0	0	0	0	0	0
ENSG00000252815.1	0	0	0	0	0	0
ENSG00000252816.1	0	0	0	0	0	0
ENSG00000252820.1	0	0	0	0	0	0
ENSG00000252821.1	0	0	0	0	0	0
ENSG00000252822.1	0	0	0	0	0	0
ENSG00000252823.1	0	0	0	0	0	0
ENSG00000252824.1	0	0	0	0	0	0
ENSG00000252826.1	0	0	0	0	0	0
ENSG00000252827.1	0	0	0	0	0	0
ENSG00000252828.1	0	0	0	0	0	0
ENSG00000252830.2	0	0	0	0	0	0
ENSG00000252832.1	0	0	0	0	0	0
ENSG00000252833.1	0	0	0	0	0	0
ENSG00000252835.1	4	3	3	4	0	0
ENSG00000252837.1	0	0	0	0	0	0
ENSG00000252839.1	0	0	0	0	0	0
ENSG00000252840.1	0	0	0	0	0	0
ENSG00000252845.1	0	0	0	0	0	0
ENSG00000252847.1	0	0	0	0	0	0
ENSG00000252848.1	0	0	0	0	0	0
ENSG00000252850.1	0	0	0	0	0	0
ENSG00000252852.1	0	0	0	0	0	0
ENSG00000252854.1	0	0	0	0	0	0
ENSG00000252856.1	0	0	0	0	0	0
ENSG00000252857.1	0	0	0	0	0	0
ENSG00000252858.1	0	0	0	0	0	0
ENSG00000252859.1	0	0	0	0	0	0
ENSG00000252860.1	0	0	0	0	0	0
ENSG00000252861.1	0	0	0	0	0	0
ENSG00000252863.1	0	0	0	0	0	0
ENSG00000252864.1	0	0	0	0	0	0
ENSG00000252866.1	0	0	0	0	0	0
ENSG00000252867.1	0	0	0	0	0	0
ENSG00000252868.1	0	0	0	0	0	0
ENSG00000252870.1	0	0	0	0	0	0
ENSG00000252872.1	0	0	0	0	0	0
ENSG00000252874.2	0	0	0	0	0	0
ENSG00000252877.1	0	0	0	0	0	0
ENSG00000252879.1	0	0	0	0	0	0
ENSG00000252881.1	0	0	0	0	0	0
ENSG00000252882.1	0	0	0	0	0	0
ENSG00000252884.1	0	0	0	0	0	0
ENSG00000252886.1	0	0	0	0	0	0
ENSG00000252887.1	0	0	0	0	0	0
ENSG00000252888.1	0	0	0	0	0	0
ENSG00000252889.1	0	0	0	0	0	0
ENSG00000252890.1	0	0	0	0	0	0
ENSG00000252891.1	1	0	0	1	1	0
ENSG00000252892.1	0	0	0	0	0	0
ENSG00000252894.2	0	0	0	0	0	0
ENSG00000252897.1	0	0	0	0	0	0
ENSG00000252898.1	0	0	0	0	0	0
ENSG00000252900.1	0	0	0	0	0	0
ENSG00000252902.1	0	0	0	0	0	0
ENSG00000252903.2	0	0	0	0	0	0
ENSG00000252904.1	0	0	0	0	0	0
ENSG00000252905.1	0	0	0	0	0	0
ENSG00000252906.1	0	0	0	0	0	0
ENSG00000252908.1	0	0	0	0	0	0
ENSG00000252909.1	0	0	0	0	0	0
ENSG00000252913.1	0	0	0	0	0	0
ENSG00000252914.1	0	0	0	0	0	0
ENSG00000252915.1	0	0	0	0	0	0
ENSG00000252916.1	0	0	0	0	0	0
ENSG00000252917.1	0	0	0	0	0	0
ENSG00000252919.1	0	0	0	0	0	0
ENSG00000252920.1	0	0	0	0	0	0
ENSG00000252922.1	0	0	0	0	0	0
ENSG00000252923.1	0	0	0	0	0	0
ENSG00000252927.1	0	0	0	0	0	0
ENSG00000252928.1	0	0	0	0	0	0
ENSG00000252929.1	0	0	0	0	0	0
ENSG00000252930.1	0	0	0	0	0	0
ENSG00000252931.1	0	0	0	0	0	0
ENSG00000252933.1	0	0	0	0	0	0
ENSG00000252934.1	0	0	0	0	0	0
ENSG00000252935.1	0	0	0	0	0	0
ENSG00000252936.1	0	0	0	0	0	0
ENSG00000252937.1	0	0	0	0	0	0
ENSG00000252941.1	0	0	0	0	0	0
ENSG00000252942.1	0	0	0	0	0	0
ENSG00000252943.1	0	0	0	0	0	0
ENSG00000252944.1	0	0	0	0	0	0
ENSG00000252945.1	0	0	0	0	0	0
ENSG00000252947.1	2	1	0	1	0	1
ENSG00000252948.1	0	0	0	0	0	0
ENSG00000252950.1	0	0	0	0	0	0
ENSG00000252951.1	0	0	0	0	0	0
ENSG00000252952.1	0	0	0	0	0	0
ENSG00000252953.1	0	0	0	0	0	0
ENSG00000252955.1	0	0	0	0	0	0
ENSG00000252956.1	0	0	0	0	0	0
ENSG00000252957.1	0	0	0	0	0	0
ENSG00000252959.1	0	0	0	0	0	0
ENSG00000252960.1	0	0	0	0	0	0
ENSG00000252962.1	0	0	0	0	0	0
ENSG00000252963.1	0	0	0	0	0	0
ENSG00000252964.1	0	0	0	0	0	0
ENSG00000252965.1	0	0	0	0	0	0
ENSG00000252969.1	0	0	0	0	0	0
ENSG00000252970.1	0	0	0	0	0	0
ENSG00000252971.1	0	0	0	0	0	0
ENSG00000252973.1	0	0	0	0	0	0
ENSG00000252975.1	0	0	0	0	0	0
ENSG00000252977.1	0	0	0	0	0	0
ENSG00000252978.1	0	0	0	0	0	0
ENSG00000252979.1	0	0	0	0	0	0
ENSG00000252980.1	0	0	0	0	0	0
ENSG00000252982.1	0	0	0	0	0	0
ENSG00000252983.1	0	0	0	0	0	0
ENSG00000252984.1	0	0	0	0	0	0
ENSG00000252985.1	0	0	0	0	0	0
ENSG00000252987.1	0	0	0	0	0	0
ENSG00000252988.1	0	0	0	0	0	0
ENSG00000252989.1	0	0	0	0	0	0
ENSG00000252990.1	0	0	0	0	0	0
ENSG00000252991.1	0	0	0	0	0	0
ENSG00000252992.1	0	0	0	0	0	0
ENSG00000252993.1	0	0	0	0	0	0
ENSG00000252994.1	0	0	0	0	0	0
ENSG00000252995.1	0	0	0	0	0	0
ENSG00000252996.1	0	0	0	0	0	0
ENSG00000252998.1	0	0	0	0	0	0
ENSG00000252999.1	0	0	0	0	0	0
ENSG00000253000.1	0	0	0	0	0	0
ENSG00000253001.1	0	0	0	0	0	0
ENSG00000253003.1	0	0	0	0	0	0
ENSG00000253005.1	0	0	0	0	0	0
ENSG00000253006.1	0	0	0	1	1	0
ENSG00000253007.2	0	0	0	0	0	0
ENSG00000253008.2	0	0	0	0	0	0
ENSG00000253010.1	0	0	0	0	0	0
ENSG00000253013.1	0	0	0	0	0	0
ENSG00000253015.1	0	0	0	0	0	0
ENSG00000253016.1	0	0	0	0	0	0
ENSG00000253019.1	0	0	0	0	0	0
ENSG00000253020.2	0	0	0	0	0	0
ENSG00000253021.1	0	0	0	0	0	0
ENSG00000253022.1	0	0	0	0	0	0
ENSG00000253023.1	0	0	0	0	0	0
ENSG00000253024.1	0	0	0	0	0	0
ENSG00000253025.1	0	0	0	0	0	0
ENSG00000253026.1	0	0	0	0	0	0
ENSG00000253027.1	0	0	0	0	0	0
ENSG00000253028.1	0	0	0	0	0	0
ENSG00000253030.1	0	0	0	0	0	0
ENSG00000253031.1	0	0	0	0	0	0
ENSG00000253032.1	0	0	0	0	0	0
ENSG00000253035.1	0	0	0	0	0	0
ENSG00000253038.1	0	0	0	0	0	0
ENSG00000253039.1	0	0	0	0	0	0
ENSG00000253040.1	0	0	0	0	0	0
ENSG00000253041.1	0	0	0	0	0	0
ENSG00000253042.1	0	0	0	0	0	0
ENSG00000253043.1	0	0	0	0	0	0
ENSG00000253047.1	0	0	0	0	0	0
ENSG00000253048.1	0	0	0	0	0	0
ENSG00000253049.1	0	0	0	0	0	0
ENSG00000253051.1	0	0	0	0	0	0
ENSG00000253053.1	0	0	0	0	0	0
ENSG00000253054.1	0	0	0	0	0	0
ENSG00000253055.1	0	0	0	0	0	0
ENSG00000253056.1	0	0	0	0	0	0
ENSG00000253057.1	0	0	0	0	0	0
ENSG00000253058.1	0	0	0	0	0	0
ENSG00000253059.1	0	0	0	0	0	0
ENSG00000253060.1	0	0	0	0	0	0
ENSG00000253063.1	0	0	0	0	0	0
ENSG00000253064.1	0	0	0	0	0	0
ENSG00000253065.1	0	0	0	0	0	0
ENSG00000253066.1	0	0	0	0	0	0
ENSG00000253067.1	0	0	0	0	0	0
ENSG00000253070.1	0	0	0	0	0	0
ENSG00000253072.1	0	0	0	0	0	0
ENSG00000253073.1	0	0	0	0	0	0
ENSG00000253074.1	0	0	0	0	0	0
ENSG00000253075.1	0	0	0	0	0	0
ENSG00000253077.1	0	0	0	0	0	0
ENSG00000253078.1	0	0	0	0	0	0
ENSG00000253079.1	0	0	0	0	0	0
ENSG00000253080.1	0	0	0	0	0	0
ENSG00000253081.1	0	0	0	0	0	0
ENSG00000253083.1	0	0	0	0	0	0
ENSG00000253084.3	0	0	0	0	0	0
ENSG00000253085.1	0	0	0	0	0	0
ENSG00000253086.1	0	0	0	0	0	0
ENSG00000253087.1	0	0	0	0	0	0
ENSG00000253088.1	0	0	0	0	0	0
ENSG00000253089.1	0	0	0	0	0	0
ENSG00000253090.2	0	0	0	0	0	0
ENSG00000253092.1	0	0	0	0	0	0
ENSG00000253093.1	0	0	0	0	0	0
ENSG00000253094.1	0	0	0	0	0	0
ENSG00000253096.1	0	0	0	0	0	0
ENSG00000253097.1	0	0	0	0	0	0
ENSG00000253098.1	0	0	0	0	0	0
ENSG00000253099.1	0	0	0	0	0	0
ENSG00000253100.2	0	0	0	0	0	0
ENSG00000253102.1	25	14	22	31	29	23
ENSG00000253103.2	0	0	0	0	0	0
ENSG00000253104.1	0	0	0	0	0	0
ENSG00000253105.6	0	0	0	0	0	0
ENSG00000253106.1	234	201	188	193	193	221
ENSG00000253107.1	0	0	0	0	0	0
ENSG00000253108.1	0	0	0	0	0	0
ENSG00000253109.1	0	0	0	0	0	0
ENSG00000253110.1	0	0	0	0	0	0
ENSG00000253111.2	2	0	0	0	0	0
ENSG00000253112.1	0	0	0	0	0	0
ENSG00000253114.2	0	0	0	0	0	0
ENSG00000253115.1	0	0	0	0	0	0
ENSG00000253116.1	0	0	0	0	0	0
ENSG00000253117.5	0	0	0	0	0	0
ENSG00000253118.1	0	0	0	0	0	0
ENSG00000253119.1	0	0	0	0	0	0
ENSG00000253120.1	0	0	0	0	0	0
ENSG00000253121.1	0	0	0	0	0	0
ENSG00000253122.1	0	0	0	0	0	0
ENSG00000253123.4	3	0	3	0	1	3
ENSG00000253124.1	0	0	0	0	0	0
ENSG00000253125.1	63	67	89	63	65	80
ENSG00000253126.1	0	0	0	0	0	0
ENSG00000253127.1	0	0	0	0	0	0
ENSG00000253130.2	0	2	0	0	2	0
ENSG00000253131.1	0	0	0	0	0	0
ENSG00000253132.1	0	0	0	0	0	0
ENSG00000253133.2	2	7	5	2	5	1
ENSG00000253134.1	0	0	0	0	0	0
ENSG00000253135.1	0	0	0	0	0	0
ENSG00000253137.1	0	0	0	0	0	0
ENSG00000253138.5	0	0	0	0	0	0
ENSG00000253139.1	0	0	0	0	0	0
ENSG00000253140.2	0	0	0	0	0	0
ENSG00000253141.2	0	0	0	0	0	0
ENSG00000253142.1	0	0	0	0	0	0
ENSG00000253143.3	0	0	0	0	0	0
ENSG00000253144.1	1	2	1	1	1	1
ENSG00000253146.1	0	0	0	0	0	0
ENSG00000253147.5	0	0	0	0	0	0
ENSG00000253148.1	0	0	0	0	0	0
ENSG00000253149.3	0	0	0	0	0	0
ENSG00000253152.1	0	0	0	0	0	0
ENSG00000253153.1	2	1	0	0	0	1
ENSG00000253154.4	0	0	0	0	0	0
ENSG00000253155.1	0	0	0	0	0	0
ENSG00000253156.1	0	0	0	0	0	0
ENSG00000253158.1	0	0	0	0	0	0
ENSG00000253159.3	0	1	0	0	1	1
ENSG00000253160.1	0	0	0	0	0	0
ENSG00000253161.7	0	1	0	0	0	0
ENSG00000253162.1	0	0	0	0	0	0
ENSG00000253163.1	0	0	0	0	0	0
ENSG00000253164.5	0	0	0	0	0	0
ENSG00000253165.1	0	0	0	0	0	2
ENSG00000253166.2	0	0	0	0	0	0
ENSG00000253167.1	0	0	0	0	0	0
ENSG00000253168.1	1	1	0	3	1	1
ENSG00000253169.2	0	0	0	0	0	0
ENSG00000253170.1	0	0	0	0	0	0
ENSG00000253171.1	0	0	0	0	0	0
ENSG00000253172.1	0	0	0	0	0	0
ENSG00000253173.3	1	2	1	1	0	1
ENSG00000253174.2	0	1	3	1	1	4
ENSG00000253175.1	0	0	0	0	0	0
ENSG00000253176.3	0	0	0	0	0	0
ENSG00000253177.2	0	0	0	0	0	0
ENSG00000253178.1	0	0	0	0	0	0
ENSG00000253179.1	0	0	0	0	0	0
ENSG00000253180.1	1	0	0	1	1	0
ENSG00000253181.2	0	0	0	0	0	0
ENSG00000253182.1	0	0	0	0	0	0
ENSG00000253183.1	0	0	0	0	0	0
ENSG00000253184.1	0	0	0	0	0	0
ENSG00000253186.2	0	0	0	0	0	2
ENSG00000253187.2	0	0	0	0	0	0
ENSG00000253188.1	0	0	0	0	0	0
ENSG00000253189.1	0	0	0	0	0	0
ENSG00000253190.4	30	17	9	14	16	19
ENSG00000253191.1	0	0	0	0	0	0
ENSG00000253194.2	0	2	2	1	5	1
ENSG00000253195.2	0	0	0	0	0	0
ENSG00000253196.3	1	0	0	0	0	0
ENSG00000253197.5	0	0	0	0	0	0
ENSG00000253198.1	0	0	0	0	0	0
ENSG00000253199.2	0	0	0	0	0	0
ENSG00000253200.1	28	23	25	27	19	27
ENSG00000253202.1	0	0	0	0	0	0
ENSG00000253203.7	0	0	0	0	0	0
ENSG00000253204.1	2	0	0	0	0	0
ENSG00000253205.6	0	0	0	0	0	0
ENSG00000253206.1	0	0	0	0	0	0
ENSG00000253207.3	0	0	0	0	0	0
ENSG00000253208.1	0	0	0	0	0	0
ENSG00000253209.1	0	0	0	0	0	0
ENSG00000253210.4	125	119	115	98	139	125
ENSG00000253213.1	0	2	0	2	0	1
ENSG00000253214.3	0	0	0	0	0	0
ENSG00000253215.1	0	0	0	0	0	0
ENSG00000253216.1	0	0	0	0	0	0
ENSG00000253217.1	0	0	0	0	0	0
ENSG00000253218.1	0	2	0	1	1	1
ENSG00000253219.1	0	0	1	0	1	0
ENSG00000253220.2	0	0	0	0	0	0
ENSG00000253223.1	1	1	4	2	1	1
ENSG00000253224.1	0	0	0	0	0	0
ENSG00000253225.1	0	0	0	0	0	0
ENSG00000253226.1	0	0	0	0	0	0
ENSG00000253227.2	10	0	0	0	0	2
ENSG00000253228.1	0	0	1	0	0	1
ENSG00000253229.1	0	0	0	0	0	0
ENSG00000253230.11	0	0	0	0	0	0
ENSG00000253231.1	0	0	0	0	0	0
ENSG00000253232.1	0	0	0	0	0	0
ENSG00000253233.1	0	0	0	0	0	0
ENSG00000253234.1	0	0	0	0	0	0
ENSG00000253235.2	0	0	0	0	0	0
ENSG00000253236.2	0	0	0	0	0	0
ENSG00000253237.2	0	0	0	0	0	0
ENSG00000253238.3	0	0	0	0	0	0
ENSG00000253239.1	0	0	0	0	0	0
ENSG00000253240.1	0	0	0	0	0	0
ENSG00000253241.1	0	0	0	0	0	0
ENSG00000253242.1	0	0	0	0	0	0
ENSG00000253244.1	0	0	0	0	0	0
ENSG00000253245.2	0	0	0	0	0	0
ENSG00000253247.1	0	0	0	0	0	0
ENSG00000253250.3	112	101	81	105	122	139
ENSG00000253251.3	343	349	368	303	388	360
ENSG00000253252.2	0	0	0	0	0	0
ENSG00000253256.1	0	0	0	0	0	0
ENSG00000253257.1	0	0	0	0	0	0
ENSG00000253258.1	0	0	0	0	0	0
ENSG00000253259.1	0	0	0	0	0	0
ENSG00000253260.2	0	0	0	0	0	0
ENSG00000253261.1	0	0	0	0	0	0
ENSG00000253262.1	0	0	0	0	0	0
ENSG00000253263.1	0	0	0	2	2	3
ENSG00000253265.1	0	0	0	0	0	0
ENSG00000253266.1	15	6	7	9	9	8
ENSG00000253267.5	0	0	0	0	0	0
ENSG00000253269.1	0	0	0	0	0	0
ENSG00000253270.1	0	0	0	0	0	0
ENSG00000253271.2	0	0	0	0	0	0
ENSG00000253273.2	0	0	0	0	0	0
ENSG00000253274.1	0	0	0	0	0	0
ENSG00000253275.1	0	0	0	0	0	0
ENSG00000253276.5	394	500	462	470	524	440
ENSG00000253278.1	0	0	0	0	0	0
ENSG00000253279.6	0	0	0	0	0	0
ENSG00000253280.1	0	0	0	0	0	0
ENSG00000253281.7	0	0	0	0	0	0
ENSG00000253282.1	0	0	1	0	0	0
ENSG00000253283.1	0	0	0	0	0	0
ENSG00000253284.2	6	6	1	1	1	3
ENSG00000253286.6	0	0	0	1	0	0
ENSG00000253287.1	0	0	0	0	0	0
ENSG00000253288.2	0	0	0	0	1	0
ENSG00000253290.1	0	0	0	0	0	0
ENSG00000253291.1	0	0	0	0	0	0
ENSG00000253292.1	0	0	0	0	0	0
ENSG00000253293.6	16	23	20	15	14	10
ENSG00000253294.1	0	0	0	0	0	0
ENSG00000253295.2	0	0	0	0	0	0
ENSG00000253297.1	0	0	0	0	0	0
ENSG00000253298.2	0	0	0	0	0	0
ENSG00000253299.1	0	0	0	0	0	0
ENSG00000253300.2	0	0	0	0	0	0
ENSG00000253301.6	0	0	0	0	0	0
ENSG00000253302.1	0	0	0	0	0	0
ENSG00000253303.1	0	0	0	0	0	0
ENSG00000253304.2	14	6	5	0	7	5
ENSG00000253305.3	6	14	15	6	12	8
ENSG00000253307.1	0	0	0	0	0	0
ENSG00000253308.2	0	0	0	0	0	0
ENSG00000253309.7	0	0	0	0	0	0
ENSG00000253310.1	0	0	0	0	0	0
ENSG00000253311.3	0	0	0	0	0	0
ENSG00000253312.1	0	0	0	0	0	0
ENSG00000253313.6	313	346	330	256	284	290
ENSG00000253314.7	0	0	0	0	0	0
ENSG00000253315.1	0	0	0	0	0	0
ENSG00000253317.1	0	0	0	0	0	0
ENSG00000253318.1	0	0	0	0	0	0
ENSG00000253319.1	0	0	0	0	0	0
ENSG00000253320.7	89	106	100	93	80	114
ENSG00000253321.1	0	0	0	0	0	0
ENSG00000253322.1	0	0	0	0	0	0
ENSG00000253325.1	0	0	0	0	0	0
ENSG00000253326.2	0	0	0	0	0	0
ENSG00000253327.2	9	15	21	10	15	14
ENSG00000253328.2	0	0	0	0	0	0
ENSG00000253329.1	0	0	0	0	0	0
ENSG00000253330.1	1	0	0	0	0	0
ENSG00000253331.1	0	0	0	0	0	0
ENSG00000253332.1	0	0	0	0	0	0
ENSG00000253333.1	0	0	0	0	0	0
ENSG00000253334.1	0	0	0	0	0	0
ENSG00000253335.1	0	0	0	0	0	0
ENSG00000253336.1	0	1	2	0	1	0
ENSG00000253338.1	0	0	0	0	0	0
ENSG00000253339.4	0	0	0	0	0	0
ENSG00000253340.1	0	0	0	0	0	0
ENSG00000253341.1	6	18	5	3	6	5
ENSG00000253342.1	0	0	0	0	0	0
ENSG00000253343.1	0	0	0	0	0	0
ENSG00000253344.1	0	0	0	0	0	0
ENSG00000253345.1	0	0	0	0	0	0
ENSG00000253346.1	0	0	0	0	0	0
ENSG00000253347.1	0	0	0	0	0	0
ENSG00000253348.1	0	0	0	0	0	0
ENSG00000253349.1	0	0	0	0	0	0
ENSG00000253351.2	0	0	0	0	0	0
ENSG00000253352.10	3133	7021	3839	3630	3682	4275
ENSG00000253354.2	0	0	0	0	0	0
ENSG00000253355.1	0	0	0	0	0	0
ENSG00000253356.1	20	19	35	25	28	20
ENSG00000253357.1	0	0	0	0	0	0
ENSG00000253358.1	0	0	0	0	0	0
ENSG00000253359.1	0	0	0	0	0	0
ENSG00000253361.3	39	31	43	49	40	54
ENSG00000253362.1	0	0	0	0	0	0
ENSG00000253363.7	0	0	0	0	0	0
ENSG00000253364.2	0	0	0	0	0	0
ENSG00000253365.1	0	0	0	0	0	0
ENSG00000253366.3	0	0	0	0	0	0
ENSG00000253367.1	0	0	0	0	0	0
ENSG00000253368.4	152	160	136	135	132	135
ENSG00000253369.4	0	0	3	0	0	1
ENSG00000253370.2	0	0	0	0	0	0
ENSG00000253372.5	4	0	5	1	3	4
ENSG00000253373.1	0	0	0	0	0	0
ENSG00000253374.5	0	0	0	0	0	0
ENSG00000253376.2	0	0	0	0	0	0
ENSG00000253377.2	0	0	0	0	0	0
ENSG00000253380.1	0	0	0	0	0	0
ENSG00000253381.1	0	0	0	0	0	0
ENSG00000253382.3	0	0	0	0	0	0
ENSG00000253383.1	0	0	0	0	0	0
ENSG00000253384.1	0	0	0	0	0	0
ENSG00000253385.1	0	0	0	0	0	0
ENSG00000253386.1	0	0	0	0	0	0
ENSG00000253387.1	0	0	0	0	0	0
ENSG00000253388.1	0	0	0	0	0	0
ENSG00000253389.2	0	0	0	0	0	0
ENSG00000253390.1	2	0	0	0	0	0
ENSG00000253391.1	0	0	0	0	0	0
ENSG00000253392.4	19	13	15	25	12	18
ENSG00000253393.1	0	0	0	0	0	0
ENSG00000253394.7	44	31	29	27	26	32
ENSG00000253395.1	1	1	1	4	3	0
ENSG00000253396.1	0	0	0	0	0	0
ENSG00000253397.1	0	0	0	0	0	0
ENSG00000253398.1	0	0	0	0	0	0
ENSG00000253399.1	0	0	1	1	0	0
ENSG00000253400.1	0	0	0	0	0	0
ENSG00000253401.1	0	0	0	0	0	0
ENSG00000253403.1	0	0	0	0	0	0
ENSG00000253404.1	31	28	24	40	32	28
ENSG00000253405.1	0	0	1	0	0	0
ENSG00000253406.1	0	1	0	0	0	0
ENSG00000253407.2	0	0	0	0	0	0
ENSG00000253408.6	0	0	0	0	2	0
ENSG00000253409.1	0	0	0	0	0	0
ENSG00000253410.1	0	0	0	0	0	0
ENSG00000253412.1	0	0	0	0	0	0
ENSG00000253413.1	0	0	0	0	0	0
ENSG00000253414.4	1	1	3	3	1	0
ENSG00000253415.1	0	0	0	0	0	0
ENSG00000253416.1	0	0	0	0	0	0
ENSG00000253417.5	0	0	0	0	0	0
ENSG00000253418.1	0	0	0	0	0	0
ENSG00000253420.1	0	0	0	0	0	0
ENSG00000253421.1	0	0	0	0	0	0
ENSG00000253422.1	0	0	0	0	0	0
ENSG00000253423.1	0	0	0	0	0	0
ENSG00000253424.1	0	0	0	0	0	0
ENSG00000253425.2	0	0	0	0	0	0
ENSG00000253427.1	0	0	0	0	0	0
ENSG00000253428.1	0	0	0	0	0	0
ENSG00000253429.1	0	0	0	0	0	0
ENSG00000253430.1	0	0	0	0	0	0
ENSG00000253431.1	0	0	3	0	0	0
ENSG00000253432.1	0	0	0	0	0	0
ENSG00000253433.1	0	0	2	1	0	1
ENSG00000253434.8	0	0	0	0	0	0
ENSG00000253435.1	0	0	0	0	0	0
ENSG00000253437.1	0	0	0	0	0	0
ENSG00000253438.5	191	184	235	189	185	164
ENSG00000253439.1	1	1	0	1	0	1
ENSG00000253440.1	0	0	0	0	0	0
ENSG00000253441.1	0	0	0	0	0	0
ENSG00000253444.1	0	0	0	0	0	0
ENSG00000253445.1	3	0	0	0	3	0
ENSG00000253447.6	0	0	0	0	0	0
ENSG00000253448.1	0	0	0	0	0	0
ENSG00000253449.1	0	0	0	0	0	0
ENSG00000253451.1	0	0	0	0	0	0
ENSG00000253452.6	0	0	0	0	0	0
ENSG00000253454.1	0	0	0	0	0	0
ENSG00000253455.1	0	0	0	0	0	0
ENSG00000253456.1	0	0	0	0	0	0
ENSG00000253457.3	0	0	0	0	0	0
ENSG00000253458.1	0	0	0	0	0	0
ENSG00000253460.2	0	0	0	0	0	0
ENSG00000253461.1	0	0	0	0	0	0
ENSG00000253462.1	0	0	0	0	0	0
ENSG00000253463.1	4	2	1	3	3	0
ENSG00000253465.1	0	0	0	0	0	0
ENSG00000253467.2	0	0	0	0	0	0
ENSG00000253468.1	0	0	0	0	0	0
ENSG00000253469.1	0	0	0	0	0	0
ENSG00000253470.1	0	0	0	0	0	0
ENSG00000253471.1	0	0	0	0	0	0
ENSG00000253472.1	0	0	0	0	0	0
ENSG00000253474.2	0	0	0	0	0	0
ENSG00000253475.1	0	0	0	0	0	0
ENSG00000253476.1	0	0	0	0	0	2
ENSG00000253477.5	5	8	5	2	11	9
ENSG00000253479.6	0	0	0	0	4	0
ENSG00000253480.1	0	0	0	0	0	0
ENSG00000253481.2	0	0	0	0	0	0
ENSG00000253482.1	0	0	0	0	0	0
ENSG00000253483.1	0	0	0	0	0	0
ENSG00000253484.1	0	0	0	0	0	0
ENSG00000253485.3	8	8	6	8	2	12
ENSG00000253487.1	0	0	0	0	0	0
ENSG00000253488.1	0	0	0	0	0	0
ENSG00000253489.1	0	0	0	0	0	0
ENSG00000253490.5	0	0	0	0	0	0
ENSG00000253491.2	0	0	0	0	0	0
ENSG00000253492.1	0	0	0	0	0	0
ENSG00000253493.1	0	0	0	0	0	0
ENSG00000253495.1	0	0	0	0	0	0
ENSG00000253496.3	0	0	0	0	0	0
ENSG00000253497.1	0	0	0	0	0	0
ENSG00000253499.2	0	0	2	0	1	0
ENSG00000253500.6	0	0	0	0	0	0
ENSG00000253501.1	0	0	0	0	0	0
ENSG00000253502.1	0	0	0	0	0	0
ENSG00000253503.6	0	0	0	0	3	1
ENSG00000253504.1	0	0	0	0	0	0
ENSG00000253505.3	0	0	0	0	0	0
ENSG00000253506.3	8	3	4	6	7	6
ENSG00000253507.6	0	0	0	0	0	0
ENSG00000253508.1	0	0	0	0	0	0
ENSG00000253509.1	0	0	0	0	0	0
ENSG00000253510.1	0	0	0	0	0	0
ENSG00000253512.1	0	0	1	1	0	0
ENSG00000253513.1	0	0	0	0	0	0
ENSG00000253515.2	0	0	0	0	0	0
ENSG00000253516.1	0	0	1	0	0	1
ENSG00000253517.1	0	1	1	3	1	1
ENSG00000253519.1	0	0	0	0	0	0
ENSG00000253520.1	0	0	0	0	0	0
ENSG00000253521.2	0	3	0	0	0	0
ENSG00000253522.6	0	0	0	0	0	0
ENSG00000253523.1	0	0	0	0	0	0
ENSG00000253524.1	0	0	0	0	0	0
ENSG00000253525.1	0	0	0	0	0	1
